annual_id,annual_year,asset_zmt,debt_amt,owner_equity_toatal,opt_income_total,profit_total,net_profit,tax_total,pripid,uni_social_crd_cd,comp_nm
e9baf5e158da44da8b7431625dae46bd,2021,1099473,565063,534410,92020,79694,45162,797,330225MA2J55LG3N,92330225MA2J55LG3N,象山莲映影视文化工作室
7ab10773a99b4bbebd33619e6a4190c3,2022,1505463,606841,898622,255229,244052,146133,2441,330225MA2J55LG3N,92330225MA2J55LG3N,象山莲映影视文化工作室
13f1ed04e9334236bfd798b37c3722ca,2023,2884013,1030482,1853531,7366,6977,5937,70,330225MA2J55LG3N,92330225MA2J55LG3N,象山莲映影视文化工作室
5e7d0ce3522c4bfbbf1bbbd305fbb5de,2020,86000,25723,60277,-3022,-1364,-1518,0,330225MA2CJW90XK,92330225MA2CJW90XK,象山响茂园饭店
e01e09eb12fb468eb7cf63f41eeea885,2021,95000,16877,78123,10148,9477,4872,95,330225MA2CJW90XK,92330225MA2CJW90XK,象山响茂园饭店
6ba057f50c3e465198fe55d0145948e6,2022,147000,17409,129591,-17265,-7982,-9108,0,330225MA2CJW90XK,92330225MA2CJW90XK,象山响茂园饭店
93ea04c99143456186637ec83d4a11e1,2023,147000,53628,93372,-17223,-5983,-7869,0,330225MA2CJW90XK,92330225MA2CJW90XK,象山响茂园饭店
f760ddb25bbc4e519eee7c75406be0e5,2020,288237,35769,252468,67987,64415,42042,644,330225MABT5PEWX0,92330225MABT5PEWX0,象山石浦晓美足浴店
e83020e534e3497ea90fe2ffab0604dd,2021,465781,118744,347037,-60439,-44633,-50991,0,330225MABT5PEWX0,92330225MABT5PEWX0,象山石浦晓美足浴店
139879dfedb04b7988537ca9d562b1ff,2022,376043,95031,281012,87716,119708,112803,1197,330225MABT5PEWX0,92330225MABT5PEWX0,象山石浦晓美足浴店
2af8f0ef353a46d19ddf2f8e18a561e9,2023,413386,116849,296537,79584,134877,127785,1349,330225MABT5PEWX0,92330225MABT5PEWX0,象山石浦晓美足浴店
704384df3e5846ac883130418e4bd63f,2020,89000,28134,60866,-21819,-11783,-14148,0,330225MA2J7UHY4M,92330225MA2J7UHY4M,象山凤舞九剑太极馆
d6e1f86ccdfb45d5af3ee4eb75a8d5ec,2021,100000,12697,87303,-3551,-1655,-1995,0,330225MA2J7UHY4M,92330225MA2J7UHY4M,象山凤舞九剑太极馆
a6461cb41b494c26afff5b5cce004e8e,2022,135000,27203,107797,45740,37935,25440,379,330225MA2J7UHY4M,92330225MA2J7UHY4M,象山凤舞九剑太极馆
8c97cf4133234c03bf7b9306c4ee84c7,2023,101000,28885,72115,-9719,-2930,-3552,0,330225MA2J7UHY4M,92330225MA2J7UHY4M,象山凤舞九剑太极馆
f3e0d54825a44822bff29826bb8bb02c,2020,79000,11649,67351,562,359,-552,4,330225MA2CHLEP5U,92330225MA2CHLEP5U,象山新桥和逸客栈
eb452a2af0334571aeee8db026cfe2b2,2021,115000,24757,90243,22127,21100,16206,211,330225MA2CHLEP5U,92330225MA2CHLEP5U,象山新桥和逸客栈
d46ebf6a509b49418006816e1c23c34e,2022,117000,16390,100610,30031,41485,38991,415,330225MA2CHLEP5U,92330225MA2CHLEP5U,象山新桥和逸客栈
6b4788a34ba142008b4829e20f65fcbd,2023,114000,25911,88089,5664,4557,-195,46,330225MA2CHLEP5U,92330225MA2CHLEP5U,象山新桥和逸客栈
65d05a69d70c4641b30106d27c76c82b,2020,125000,23110,101890,-2437,-1002,-1431,0,330201MA2CHU8W95,92330201MA2CHU8W95,宁波象保合作区乐乙影视工作室
2bdf903235774d8eb13837408e3d486f,2021,114000,21943,92057,43830,93792,90618,938,330201MA2CHU8W95,92330201MA2CHU8W95,宁波象保合作区乐乙影视工作室
acd1c4bcd6e14faf9b7780d2e3d4bd78,2022,146000,46762,99238,65375,89316,79806,893,330201MA2CHU8W95,92330201MA2CHU8W95,宁波象保合作区乐乙影视工作室
566fad884fff4f479aa4c60eeced7bd7,2023,107000,32832,74168,31647,41922,40770,419,330201MA2CHU8W95,92330201MA2CHU8W95,宁波象保合作区乐乙影视工作室
f07bf640e6ee410eb6724b43d91d5e7a,2020,127000,33521,93479,14867,12342,8517,123,330225MA2GTKC129,92330225MA2GTKC129,象山石浦牧汐民宿
bde9635a1f3248518d42f1ba15fcfaec,2021,105000,32991,72009,-6473,-1104,-1437,0,330225MA2GTKC129,92330225MA2GTKC129,象山石浦牧汐民宿
c9a5abe092fb4850b21ce343ee350bcb,2022,93000,15594,77406,-6146,11027,3108,110,330225MA2GTKC129,92330225MA2GTKC129,象山石浦牧汐民宿
00092aeb75244505ac3b9f06049ce775,2023,125000,28523,96477,25562,25071,23004,251,330225MA2GTKC129,92330225MA2GTKC129,象山石浦牧汐民宿
0baa5e07309b491abd2afddd02ab6e68,2020,520344849,292122447,228222402,95576756,86862741,61629126,21715685,330201MA2CHQDN6F,91330201MA2CHQDN6F,宁波道德贸易有限公司
239cb05f82c5437ca3a86201b56285aa,2021,510089007,266152614,243936393,193996907,161039076,94521372,40259769,330201MA2CHQDN6F,91330201MA2CHQDN6F,宁波道德贸易有限公司
fa519691139f4f819cbbd056846d1ece,2022,340022299,231885485,108136814,78235737,158076239,158073561,39519060,330201MA2CHQDN6F,91330201MA2CHQDN6F,宁波道德贸易有限公司
d787a1bcc09049488e1d65f830b1fb1b,2023,379693414,156510903,223182511,-76172596,-97938814,-135153318,0,330201MA2CHQDN6F,91330201MA2CHQDN6F,宁波道德贸易有限公司
967e81d4be1b4ddab8b6d23b3bfd6baf,2020,65800178,41803362,23996816,20423685,35023789,35017887,8755947,330225MA2H75876J,91330225MA2H75876J,象山唐吉可得文化传媒有限公司
885592a67d89492392643e2830149b21,2021,39973397,24189543,15783854,-3981835,-4406425,-5164995,0,330225MA2H75876J,91330225MA2H75876J,象山唐吉可得文化传媒有限公司
6ba11310304c409aaca59024887013d6,2022,67471755,26799138,40672617,1565732,1443719,839304,360930,330225MA2H75876J,91330225MA2H75876J,象山唐吉可得文化传媒有限公司
5f90a074427c4eaab1fe53f06be249f5,2023,71205601,35456905,35748696,10683691,10260215,8250660,2565054,330225MA2H75876J,91330225MA2H75876J,象山唐吉可得文化传媒有限公司
803f86fbdbab443caf7deb55cb910b01,2020,1267984,328245,939739,632893,545613,390489,5456,330225MA2J4K338M,92330225MA2J4K338M,象山清泉映画文化传媒工作室
450c2651918f4777baedb1d59c0793c4,2021,481361,97949,383412,288816,270655,110979,2707,330225MA2J4K338M,92330225MA2J4K338M,象山清泉映画文化传媒工作室
fccd6132592f43f89d2feba2f5403897,2022,1489770,499502,990268,329752,298882,243318,2989,330225MA2J4K338M,92330225MA2J4K338M,象山清泉映画文化传媒工作室
4ad37c7bb94b4a27a43e9b85c021e57d,2023,927158,150836,776322,58745,51667,29358,517,330225MA2J4K338M,92330225MA2J4K338M,象山清泉映画文化传媒工作室
6307690309fa4f09bdb053059c30f5d0,2020,102000,12674,89326,21103,20104,18591,201,330225MA2H6HCT92,92330225MA2H6HCT92,象山善道文化传媒工作室
b53cc130f02d4b7c95e54e96f43f938a,2021,111000,40025,70975,30805,29301,23472,293,330225MA2H6HCT92,92330225MA2H6HCT92,象山善道文化传媒工作室
e8978761e78243058d3f234b2ea98ec7,2022,144000,43753,100247,5164,4517,2751,45,330225MA2H6HCT92,92330225MA2H6HCT92,象山善道文化传媒工作室
988550a226f34fb09616582d0ba19a2b,2023,125000,18167,106833,57380,55194,45453,552,330225MA2H6HCT92,92330225MA2H6HCT92,象山善道文化传媒工作室
5b184206da664363befb970cc15bf99e,2020,1996019,918392,1077627,291447,267409,177834,2674,330225MA2J4LMX7T,92330225MA2J4LMX7T,象山菡斯文化传媒工作室
90606c5d03e5471498c6445369e32ec2,2021,2539586,1381599,1157987,506770,457878,368886,4579,330225MA2J4LMX7T,92330225MA2J4LMX7T,象山菡斯文化传媒工作室
3dadb1ed6cde4019bf93c4c5d0079fdd,2022,1590964,489375,1101589,370988,142933,-453840,1429,330225MA2J4LMX7T,92330225MA2J4LMX7T,象山菡斯文化传媒工作室
af1b52e463904f468fd4dc1937df0359,2023,2770103,1176897,1593206,510577,478153,343470,4782,330225MA2J4LMX7T,92330225MA2J4LMX7T,象山菡斯文化传媒工作室
55535e2d0be24649b2ec9cdf8cd63c9b,2020,1981193,422565,1558628,530539,490836,250968,4908,330225MA7MFAF39P,92330225MA7MFAF39P,象山海盗船影视文化工作室
bb20a686cbb841e7b011b194fbe6cf4b,2021,2203996,715624,1488372,-51685,-67023,-92697,0,330225MA7MFAF39P,92330225MA7MFAF39P,象山海盗船影视文化工作室
b560c3941afd4c1b8e12efc373d25f35,2022,986960,212095,774865,-11508,-4171,-5793,0,330225MA7MFAF39P,92330225MA7MFAF39P,象山海盗船影视文化工作室
94d9f6d6dfe2497ab0c529b7e7b78fe7,2023,2491698,1339204,1152494,-299080,-191916,-225654,0,330225MA7MFAF39P,92330225MA7MFAF39P,象山海盗船影视文化工作室
35cbc1b07a294fbc93a24e4ceea8b831,2020,123000,35147,87853,23111,20789,12705,208,330225MA2AJHYC45,92330225MA2AJHYC45,象山青姨餐厅
22e709d2267c42c1bacea8012b3355b7,2021,98000,9719,88281,25067,10046,-27675,100,330225MA2AJHYC45,92330225MA2AJHYC45,象山青姨餐厅
4b7b8cf55db34a98b61cb0ae8f93ca1f,2022,122000,25617,96383,23369,22174,12606,222,330225MA2AJHYC45,92330225MA2AJHYC45,象山青姨餐厅
be1efa56abc44a5e92126fa85ed1fa01,2023,74000,8051,65949,32182,26837,14697,268,330225MA2AJHYC45,92330225MA2AJHYC45,象山青姨餐厅
7a4d441f3b1841dabaf32d5240deaccc,2020,2963938,746948,2216990,293076,257768,194466,2578,330225MA2J4G2Y4R,92330225MA2J4G2Y4R,象山耀眼影视文化工作室
19d646da9e3d4e2780e10b87b69a0b3a,2021,2290438,652438,1638000,535386,518418,481845,5184,330225MA2J4G2Y4R,92330225MA2J4G2Y4R,象山耀眼影视文化工作室
0e00adecddd547eb88e159b78ce8cf42,2022,1679159,805934,873225,-198711,-62656,-87405,0,330225MA2J4G2Y4R,92330225MA2J4G2Y4R,象山耀眼影视文化工作室
8ead8354060d41d2ba3885d0198fb1fe,2023,2455902,897533,1558369,55454,50310,33471,503,330225MA2J4G2Y4R,92330225MA2J4G2Y4R,象山耀眼影视文化工作室
f49000f19b79471d8ef435c312630384,2020,146228845,72005174,74223671,34964421,33517023,28385271,8379256,330225MA2GT3JG3D,91330225MA2GT3JG3D,象山天玺璧合影视文化有限公司
a95e8786f1d94f6dadabdfa3f6db26a4,2021,87350109,35393733,51956376,23568843,21454958,13859745,5363740,330225MA2GT3JG3D,91330225MA2GT3JG3D,象山天玺璧合影视文化有限公司
f4b1d89580cd47e7ac4aef70ea9d2db4,2022,41160255,14331249,26829006,1696074,1602384,1132731,400596,330225MA2GT3JG3D,91330225MA2GT3JG3D,象山天玺璧合影视文化有限公司
15880ea66bba40c0914a0ba477a31048,2023,68461220,35753727,32707493,5865767,5232988,2584695,1308247,330225MA2GT3JG3D,91330225MA2GT3JG3D,象山天玺璧合影视文化有限公司
44e1be68e8e34067b1915959e99f3526,2020,57704631,26169938,31534693,-11747205,-6785349,-7803033,0,330225MABUF2E00L,91330225MABUF2E00L,宁波小影文化传媒有限公司
33e1fae430c141a4bb27d14737e71f95,2021,58240652,27968493,30272159,1665342,3745385,3739443,936346,330225MABUF2E00L,91330225MABUF2E00L,宁波小影文化传媒有限公司
470568725e744e69802f8ff39b5d8ea6,2022,62314207,21606128,40708079,17328124,16811483,15801255,4202871,330225MABUF2E00L,91330225MABUF2E00L,宁波小影文化传媒有限公司
b2c040d413cd413d8f3f105bf4b10e2e,2023,61965536,31494678,30470858,13325131,12082080,7621020,3020520,330225MABUF2E00L,91330225MABUF2E00L,宁波小影文化传媒有限公司
f8c714f2170e45dd9bcce433a32334de,2020,1780712,806083,974629,356379,325520,266520,3255,330225MA2KN1MR8E,92330225MA2KN1MR8E,象山平业文化传媒工作室
4420462c29704ce3ad0629d462af255e,2021,1660495,712018,948477,182579,319312,317418,3193,330225MA2KN1MR8E,92330225MA2KN1MR8E,象山平业文化传媒工作室
b5532bff0d8c42d994db74bb50b362ea,2022,2499152,736394,1762758,253445,342829,337908,3428,330225MA2KN1MR8E,92330225MA2KN1MR8E,象山平业文化传媒工作室
8f489bfa879a4c8aa9c7124dc1abfc10,2023,2094897,1045342,1049555,-67171,-74282,-95445,0,330225MA2KN1MR8E,92330225MA2KN1MR8E,象山平业文化传媒工作室
7f7f4b3b72ec48a6844de44a0d3decbd,2020,9505123,5341091,4164032,2279002,2093828,1773309,523457,330225MACP0DB15B,91330225MACP0DB15B,宁波视文眼镜有限公司
0c43d944729e49bcbec8d94e4f90f6c6,2021,7794641,3554913,4239728,1435730,1399818,1292157,349954,330225MACP0DB15B,91330225MACP0DB15B,宁波视文眼镜有限公司
7150c5305aad4cd1a10c107bce2e0d45,2022,4270189,1415894,2854295,847221,1201009,1191354,300252,330225MACP0DB15B,91330225MACP0DB15B,宁波视文眼镜有限公司
d3dd406fdf34483289473cfdc93a9600,2023,5150042,2228689,2921353,-26816,39303,38106,9826,330225MACP0DB15B,91330225MACP0DB15B,宁波视文眼镜有限公司
4e4445b485094230b51070d3361f59f3,2020,103000,18742,84258,-30900,23951,17766,240,330225MA7CBJD3XX,92330225MA7CBJD3XX,象山立帆影视文化工作室
a01f855d7767488f9a1cad64e25aead8,2021,147000,39798,107202,46956,33777,10389,338,330225MA7CBJD3XX,92330225MA7CBJD3XX,象山立帆影视文化工作室
76030be512f2468b9b162045c9a1f4ec,2022,79000,18089,60911,334,318,228,3,330225MA7CBJD3XX,92330225MA7CBJD3XX,象山立帆影视文化工作室
6fbddf0b1f504e45aaf0ea7eb25d72cc,2023,145000,15749,129251,-10520,-5553,-6825,0,330225MA7CBJD3XX,92330225MA7CBJD3XX,象山立帆影视文化工作室
08ab4a9cff214138aaa132a440f21413,2020,81000,12629,68371,19334,17251,12162,173,330225MA2GTKKD1A,92330225MA2GTKKD1A,象山足逸足浴店
ab7ab91341dc496ab3223bc7a0fb719c,2021,95000,29723,65277,2051,1869,1119,19,330225MA2GTKKD1A,92330225MA2GTKKD1A,象山足逸足浴店
6d56948aecb44cde90edfb8df4310950,2022,106000,14000,92000,33070,50894,48699,509,330225MA2GTKKD1A,92330225MA2GTKKD1A,象山足逸足浴店
9afb991e47cb4bf3b40671bda8903bae,2023,87000,31892,55108,19435,16752,12645,168,330225MA2GTKKD1A,92330225MA2GTKKD1A,象山足逸足浴店
dde6246824bf4c7bb84681a1c8467ed8,2020,9312186,4880190,4431996,2204323,1832403,1224918,458101,330225MACTCM3L1K,91330225MACTCM3L1K,宁波迦乐文化传媒有限公司
e8f44dc9a0b149f181c35f7876aa8671,2021,9237787,1826639,7411148,-1599902,-2086530,-3114255,0,330225MACTCM3L1K,91330225MACTCM3L1K,宁波迦乐文化传媒有限公司
563f1aeeca124e44840e97350fa14b9a,2022,8819825,2096157,6723668,3019809,2580682,1888191,645170,330225MACTCM3L1K,91330225MACTCM3L1K,宁波迦乐文化传媒有限公司
c39b5f67956a48dd8e26103cf5fac746,2023,11664395,3539258,8125137,1775905,1974455,1966935,493614,330225MACTCM3L1K,91330225MACTCM3L1K,宁波迦乐文化传媒有限公司
d966978dc59840379636ae6fe2716978,2020,150160084,75958509,74201575,3925871,3728836,3131430,932209,330225MA2KQDLXX7,91330225MA2KQDLXX7,丽氏影视传媒（象山）有限公司
4e06712859634b3f88f8638654da3d64,2021,146058098,72874788,73183310,18794419,16604994,8439042,4151248,330225MA2KQDLXX7,91330225MA2KQDLXX7,丽氏影视传媒（象山）有限公司
cf4cf8d7804c4ba0851511fed1cf5091,2022,258240906,122374732,135866174,-65915228,-40666212,-50819439,0,330225MA2KQDLXX7,91330225MA2KQDLXX7,丽氏影视传媒（象山）有限公司
ee1228087c72464598fa399b40ed07b0,2023,105318758,36125201,69193557,19139637,18072716,15265146,4518179,330225MA2KQDLXX7,91330225MA2KQDLXX7,丽氏影视传媒（象山）有限公司
9d816235f17d45908037704bf53746cb,2020,2668196,534829,2133367,-282493,-318683,-473514,0,330225MAD6PRMW89,92330225MAD6PRMW89,象山栽云种月文化传媒工作室（个体工商户）
5370c54766804f77bf3301c2bb8ddd1e,2021,2225533,1023628,1201905,-379529,-158339,-220995,0,330225MAD6PRMW89,92330225MAD6PRMW89,象山栽云种月文化传媒工作室（个体工商户）
419f34e5f3fb4c7a89a40137b6416291,2022,2289706,600820,1688886,-468180,-113390,-140454,0,330225MAD6PRMW89,92330225MAD6PRMW89,象山栽云种月文化传媒工作室（个体工商户）
53c71f582f60483696b3d47ec1d49db1,2023,1161579,578201,583378,374652,335053,190632,3351,330225MAD6PRMW89,92330225MAD6PRMW89,象山栽云种月文化传媒工作室（个体工商户）
32453f53d9a3436993c2daabbb9342b5,2020,149000,16647,132353,-3852,-2311,-3060,0,330225MA7AT35T4D,92330225MA7AT35T4D,象山云霞足浴店（个体工商户）
16b76330d0b847638609eeec871b0ef7,2021,90000,8989,81011,36607,32072,21837,321,330225MA7AT35T4D,92330225MA7AT35T4D,象山云霞足浴店（个体工商户）
515852030aa245cc8c76f9968f8eed6d,2022,84000,14565,69435,-601,-216,-270,0,330225MA7AT35T4D,92330225MA7AT35T4D,象山云霞足浴店（个体工商户）
47bd7cf27bd14f9f9ed36f1520a21455,2023,83000,23633,59367,-20042,-7781,-10506,0,330225MA7AT35T4D,92330225MA7AT35T4D,象山云霞足浴店（个体工商户）
51a0846a623e4ba2906a1c19fd2a5e76,2020,115000,11614,103386,-14180,-8868,-10293,0,330225MA2GRQ062N,92330225MA2GRQ062N,象山深泉文化传媒工作室
e155c50593804c9ea8b046078211b615,2021,147000,42504,104496,51032,47151,34803,472,330225MA2GRQ062N,92330225MA2GRQ062N,象山深泉文化传媒工作室
6a714996fd2e4800983e9db3c6dd1f94,2022,89000,18129,70871,6125,5369,3453,54,330225MA2GRQ062N,92330225MA2GRQ062N,象山深泉文化传媒工作室
1cac7193275a47cfbecc4db1a30347d2,2023,102000,12948,89052,-985,-1159,-1818,0,330225MA2GRQ062N,92330225MA2GRQ062N,象山深泉文化传媒工作室
da36c0cf60b44abb8b985e9469d3c5d6,2020,12057939,7554195,4503744,1591691,1483311,867432,370828,330225MA2H74363L,91330225MA2H74363L,宁波星嘉影业有限公司
80c40330dfd84284ad397f82d01d236f,2021,22090535,8025937,14064598,4425983,3487491,-369987,871873,330225MA2H74363L,91330225MA2H74363L,宁波星嘉影业有限公司
4c3ffa2fb0c746b3ac46c4e9c111b356,2022,17506958,8061223,9445735,5663146,4675458,3065100,1168864,330225MA2H74363L,91330225MA2H74363L,宁波星嘉影业有限公司
846013a801c9469da2391e15cf34479f,2023,8642230,1766862,6875368,3367875,3022658,1554738,755664,330225MA2H74363L,91330225MA2H74363L,宁波星嘉影业有限公司
ee14f995d04c49b58514518047835e7f,2020,21510352,10751306,10759046,603285,407945,-475866,101986,330225MA2H6HGQXP,91330225MA2H6HGQXP,宁波恒馨檀香文化有限公司
6523df488d1f478fae5b15e8845758ea,2021,12341137,5552450,6788687,-2038873,-1492884,-1717353,0,330225MA2H6HGQXP,91330225MA2H6HGQXP,宁波恒馨檀香文化有限公司
296e954a421344d7bba48fff001d7e91,2022,21028469,9003324,12025145,363939,301504,200766,75376,330225MA2H6HGQXP,91330225MA2H6HGQXP,宁波恒馨檀香文化有限公司
bb0c66a361a843d29863dc58d610f356,2023,16554387,8929338,7625049,2517195,2312428,1969890,578107,330225MA2H6HGQXP,91330225MA2H6HGQXP,宁波恒馨檀香文化有限公司
283fdd90a71f4878a95c410127c604e2,2020,2350418,1348033,1002385,-218005,-142073,-180549,0,330225MA7CC38M55,92330225MA7CC38M55,象山县丹西颖颖餐饮店
f8a710868da84d0d8c128c026e9af42d,2021,1252725,634347,618378,-114536,-67896,-85872,0,330225MA7CC38M55,92330225MA7CC38M55,象山县丹西颖颖餐饮店
b2ce43baa6bf474a96c988c927f61044,2022,2455116,1292164,1162952,414319,915985,909918,9160,330225MA7CC38M55,92330225MA7CC38M55,象山县丹西颖颖餐饮店
22e686a44bbc4165a91ddb3a241121c9,2023,2579205,1341351,1237854,232823,211163,124620,2112,330225MA7CC38M55,92330225MA7CC38M55,象山县丹西颖颖餐饮店
c4fbdd9afc844fadb36a4c480078d484,2020,937640,244564,693076,99914,93042,65997,930,330225MA2J7C8H98,92330225MA2J7C8H98,象山子十影视文化工作室
bb862e3c4dff40f0a64afa06ad8f97e5,2021,1023854,254654,769200,-52932,-69193,-99753,0,330225MA2J7C8H98,92330225MA2J7C8H98,象山子十影视文化工作室
6958ec7e77e842d0900570cbf57e70a5,2022,2718354,1240982,1477372,146573,123132,87411,1231,330225MA2J7C8H98,92330225MA2J7C8H98,象山子十影视文化工作室
0609cb74f9ef49ea87e05584f728f511,2023,1211311,406751,804560,-102775,-126721,-169509,0,330225MA2J7C8H98,92330225MA2J7C8H98,象山子十影视文化工作室
32dc8ba754bc4904a5f6a06610197795,2020,2275750,977197,1298553,632748,498352,293874,4984,330225MACTNDCY0E,92330225MACTNDCY0E,象山定塘香满园棋牌室
e0e494cf3e7746b8a5628be8d3270e77,2021,2709916,773041,1936875,832079,758677,539730,7587,330225MACTNDCY0E,92330225MACTNDCY0E,象山定塘香满园棋牌室
152d614d747442e68fd8f4e9b73fd632,2022,2065766,513037,1552729,-556181,-181059,-235344,0,330225MACTNDCY0E,92330225MACTNDCY0E,象山定塘香满园棋牌室
020683ee569740429d3af98e10bfb338,2023,4046700,2229035,1817665,-347620,-217332,-270501,0,330225MACTNDCY0E,92330225MACTNDCY0E,象山定塘香满园棋牌室
8af81c3b24644440b537f7da36ae7695,2020,112000,28881,83119,-22322,8661,3414,87,330201MA2AJ70R34,92330201MA2AJ70R34,宁波象保合作区孙军影视制作工作室
73530b4dc2d343f0a99aead44d708984,2021,121000,16588,104412,-3630,5827,2748,58,330201MA2AJ70R34,92330201MA2AJ70R34,宁波象保合作区孙军影视制作工作室
8f10c4330e42420bb3eaeaf1b2008651,2022,118000,38338,79662,9830,9021,5211,90,330201MA2AJ70R34,92330201MA2AJ70R34,宁波象保合作区孙军影视制作工作室
7baf9aaa88b54c49afd93ffba20ee388,2023,119000,22055,96945,-22601,-12456,-14241,0,330201MA2AJ70R34,92330201MA2AJ70R34,宁波象保合作区孙军影视制作工作室
142f755a156a4c76ba4bef2474f2dfc1,2020,20914103,10491986,10422117,-1764563,-959791,-1133718,0,330225MAD657563X,91330225MAD657563X,宁波橡缘花文化传播有限公司
731413c13a2c4c5aa264d3f1b7793d41,2021,15654342,10395065,5259277,-1577824,-640697,-885417,0,330225MAD657563X,91330225MAD657563X,宁波橡缘花文化传播有限公司
944b53cb386c427eb0cffbf544b8762d,2022,26601391,9074188,17527203,3762858,2699364,-4415922,674841,330225MAD657563X,91330225MAD657563X,宁波橡缘花文化传播有限公司
58fe5e64dbf6479ea1ffa872d5e55640,2023,21581978,14065138,7516840,2457515,5044398,5036364,1261100,330225MAD657563X,91330225MAD657563X,宁波橡缘花文化传播有限公司
8e13300b8b93402eb8fbd0f18dae6895,2020,135000,34342,100658,-5986,-6981,-9114,0,330225MA2GUCBM1A,92330225MA2GUCBM1A,象山浦浦挖机租赁服务部
9c49c8d434e04daaa2581c762f41b0d1,2021,126000,16687,109313,17055,15028,11733,150,330225MA2GUCBM1A,92330225MA2GUCBM1A,象山浦浦挖机租赁服务部
01e0443c093e4ed1858bbd1b10e30ba6,2022,94000,32868,61132,-877,-389,-462,0,330225MA2GUCBM1A,92330225MA2GUCBM1A,象山浦浦挖机租赁服务部
6e41c1e9a6b64258a4a23533c228f940,2023,119000,37452,81548,5434,5101,3969,51,330225MA2GUCBM1A,92330225MA2GUCBM1A,象山浦浦挖机租赁服务部
bd437ffd17bd4ef8b45c5f3297434216,2020,77000,16807,60193,33471,25877,13323,259,330225MA2GUC7G71,92330225MA2GUC7G71,象山正鑫影视文化工作室
2ca26d213edb40d5bb6f3e62f10f4aa5,2021,81000,17971,63029,29815,14857,-26964,149,330225MA2GUC7G71,92330225MA2GUC7G71,象山正鑫影视文化工作室
853b038569374c9a935b47333a774e30,2022,79000,27714,51286,-12633,-6035,-7818,0,330225MA2GUC7G71,92330225MA2GUC7G71,象山正鑫影视文化工作室
970ab1d111cf4fdab74d7dee0e2a5a11,2023,94000,16416,77584,24998,24315,22269,243,330225MA2GUC7G71,92330225MA2GUC7G71,象山正鑫影视文化工作室
85da31a693e540babec47ca493a49fd7,2020,85000,11027,73973,22293,19473,10029,195,330225MA2GTGEG7X,92330225MA2GTGEG7X,象山吴金苗工程机械设备租赁服务部
09e770cab0ee4c759a45c8679234692a,2021,125000,39674,85326,-16206,-6247,-8076,0,330225MA2GTGEG7X,92330225MA2GTGEG7X,象山吴金苗工程机械设备租赁服务部
c4dbd54ec29b41d8b2f7d5e20623f290,2022,111000,19333,91667,29276,13283,-20166,133,330225MA2GTGEG7X,92330225MA2GTGEG7X,象山吴金苗工程机械设备租赁服务部
e7648ea1350d4e54a715be1d0c9283ff,2023,103000,17098,85902,41981,36975,28422,370,330225MA2GTGEG7X,92330225MA2GTGEG7X,象山吴金苗工程机械设备租赁服务部
d41874fb8aa849d0a7305705a51dc9c0,2020,1103308,511246,592062,-137371,-70169,-86121,0,330225MACYQELR44,92330225MACYQELR44,象山森盛文化传媒工作室
7c4272be882e432f8eba0f58950efe1f,2021,1644161,758687,885474,-137288,-75665,-89592,0,330225MACYQELR44,92330225MACYQELR44,象山森盛文化传媒工作室
42960d1c49904b6a8928910b060ff065,2022,1208658,468019,740639,366866,327145,247038,3271,330225MACYQELR44,92330225MACYQELR44,象山森盛文化传媒工作室
1ebabb64178c462e976823121613ec45,2023,2198103,1039060,1159043,339165,313594,235788,3136,330225MACYQELR44,92330225MACYQELR44,象山森盛文化传媒工作室
2cb49dcff20d4e488612bdcf24573d26,2020,125000,43136,81864,26286,23910,20145,239,330225MA2GTHQH4M,92330225MA2GTHQH4M,象山昌华影视文化工作室
268e882e505a4da7af62845aa38105d3,2021,122000,16927,105073,20510,19530,13566,195,330225MA2GTHQH4M,92330225MA2GTHQH4M,象山昌华影视文化工作室
1ebdd4ef05b64752b3b044179fbe43ee,2022,150000,15782,134218,26720,22912,15063,229,330225MA2GTHQH4M,92330225MA2GTHQH4M,象山昌华影视文化工作室
794a3312ef664966bd79de2769eca3f9,2023,114000,11665,102335,-18843,-10490,-13206,0,330225MA2GTHQH4M,92330225MA2GTHQH4M,象山昌华影视文化工作室
20b80e4ba31749c9b5b3f66f0ff18734,2020,109000,23437,85563,33731,32624,29850,326,330225MA2CLA0Q6F,92330225MA2CLA0Q6F,象山县定塘阿志挖机租赁服务部
d94a11a53de14004951e89986bb033ea,2021,81000,30819,50181,27047,17562,327,176,330225MA2CLA0Q6F,92330225MA2CLA0Q6F,象山县定塘阿志挖机租赁服务部
e5805fa4181a4bbcbc2754bdd72284e8,2022,95000,10848,84152,5141,4880,2982,49,330225MA2CLA0Q6F,92330225MA2CLA0Q6F,象山县定塘阿志挖机租赁服务部
ff43eb5342724c06a7765b685adb5d93,2023,106000,40068,65932,9678,22627,14757,226,330225MA2CLA0Q6F,92330225MA2CLA0Q6F,象山县定塘阿志挖机租赁服务部
7003ecd74b4c45b6b9c6bb0ce68b09e9,2020,74000,17856,56144,-15260,-5157,-6924,0,330225MA2AHQWD3J,92330225MA2AHQWD3J,象山守望者文化传媒工作室
0152052e28b1480a83aeff69af5c03c2,2021,99000,23022,75978,20082,18552,15384,186,330225MA2AHQWD3J,92330225MA2AHQWD3J,象山守望者文化传媒工作室
