main_identi_id,reg_org,comp_type,reg_state,uni_social_crd_cd,comp_nm,addr,legal_repre,indv_id,reg_capt,capt_kind,opt_scop,reg_no,appr_dt,est_dt,opt_from,opt_to,domdi_strict,pro_loc,opt_strict,postal_code,opt_loc,indv_code,indv_nm
330203MA2CHTBN10,宁波市海曙区市场监督管理局,有限责任公司（自然人投资或控股）,注销,91330203MA2CHTBN10,宁波市海曙唯科特工艺品有限公司,浙江省宁波市海曙区洞桥镇王家桥村,葛科杰,其他工艺美术及礼仪用品制造,500000.0,人民币,工艺品、工艺礼品、饰品、塑料制品、五金制品、办公用品、文化用品、小家用电器及配件、体育用品的制造、加工；产品包装服务；日用品的批发、零售；自营或代理货物和技术的进出口，但国家限制经营或禁止进出口的货物和技术除外。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,330203MA2CHTBN10,2018-07-16,2018-07-16,2018-07-16,2099-12-31,330203001,海曙区,330203001,315000,海曙区,2439.0,2439.0
330203MA2KPM0M56,宁波市海曙区市场监督管理局,个体工商户,存续,92330203MA2KPM0M56,宁波市海曙区森缘工艺品店,浙江省宁波市海曙区高桥镇藕缆桥村联丰中路499号A2050-A2054,杨雪芬,首饰、工艺品及收藏品批发,10000.0,人民币,一般项目：工艺美术品及收藏品批发（象牙及其制品除外）；工艺美术品及收藏品零售（象牙及其制品除外）；工艺美术品及礼仪用品销售（象牙及其制品除外）（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）。,330203MA2KPM0M56,2021-09-22,2021-09-22,2021-09-22,2099-12-31,330203001,海曙区,330203001,315000,海曙区,5146.0,5146.0
330203MA2GU7TM2J,宁波市海曙区市场监督管理局,个体工商户,存续,92330203MA2GU7TM2J,宁波海曙日全会务服务部,浙江省宁波市海曙区丽园南路2弄6号9-6-5室,吴小明,其他未列明商务服务业,0.0,,"会务服务;汽车租赁;旅游信息咨询;票务代理服务;文化艺术交流活动组织策划、市场营销策划以及其他按法律、法规、国务院规定未禁止或无需经营许可的项目和未列入地方产业发展负面清单的项目。（依法须经批准的项目,经相关部门批准后方可开展经营活动）",330203MA2GU7TM2J,2019-10-11,2019-10-11,2019-10-11,2099-12-31,330203001,海曙区,330203001,315000,海曙区,7299.0,7299.0
330203MA2J7DJ96T,宁波市海曙区市场监督管理局,个体工商户,存续,92330203MA2J7DJ96T,宁波海曙盈州摄影工作室,浙江省宁波市海曙区段塘街道顺德路136弄58号<21-34><21-35>,张晋豪,摄影扩印服务,100000.0,人民币,一般项目：摄影扩印服务；摄像及视频制作服务；平面设计（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）。,330203MA2J7DJ96T,2021-06-07,2021-06-07,2021-06-07,2099-12-31,330203001,海曙区,330203001,315000,海曙区,8060.0,8060.0
330203316995446H,宁波市海曙区市场监督管理局,有限责任公司（自然人投资或控股）,注销,91330203316995446H,宁波多年以后文化有限公司,浙江省宁波市海曙区青林商业中心6、15号（9-25）室,胡泱东,文艺创作与表演,1000000.0,人民币,舞台表演宣传、组织、辅助服务；企业形象设计；音频、广告、三维动画、多媒体制作；摄影摄像器材租赁。,330203316995446H,2015-05-29,2015-05-29,2015-05-29,2099-12-31,330203001,海曙区,330203001,315000,海曙区,8810.0,8810.0
330203MA291FKU82,宁波市海曙区市场监督管理局,个体工商户,存续,92330203MA291FKU82,宁波市海曙古林日升汽车租赁服务部,浙江省宁波市海曙区古林镇藕池村绿荷苑,洪耀锋,汽车租赁,0.0,,汽车租赁服务,330203MA291FKU82,2007-12-10,2007-12-10,2007-12-10,2099-12-31,330203001,海曙区,330203001,315000,海曙区,7111.0,7111.0
330203MA281EUE78,宁波市海曙区市场监督管理局,个人独资企业,注销,91330203MA281EUE78,宁波市海曙区吉卡网吧,浙江省宁波市海曙区中山西路57号二层,汪吉,互联网其他信息服务,100000.0,人民币,互联网上网服务，餐饮服务，预包装食品（含冷藏冷冻食品）销售。（以及其他按法律、法规、国务院决定等规定未禁止或无需经营许可的项目和未列入地方产业发展负面清单的项目）（依法须经批准的项目，经相关部门批准后方可开展经营活动）,330203MA281EUE78,2016-01-19,2016-01-19,2016-01-19,2099-12-31,330203001,海曙区,330203001,315000,海曙区,6429.0,6429.0
330203MA2EQL686H,宁波市海曙区市场监督管理局,个体工商户,存续,92330203MA2EQL686H,宁波市海曙文海书店,海曙区灵桥路164号东恩中学大门旁,徐光胜,图书、报刊零售,0.0,,"书报刊、文具用品零售。（依法须经批准的项目,经相关部门批准后方可开展经营活动）",330203MA2EQL686H,2006-08-07,2006-08-07,2006-08-07,2099-12-31,330203001,海曙区,330203001,315000,海曙区,5243.0,5243.0
330203MAD448JX9D,宁波市海曙区市场监督管理局,个体工商户,存续,92330203MAD448JX9D,宁波海曙明乐阁足浴店（个体工商户）,浙江省宁波市海曙区联丰路257号（1-8）,陈波,足浴服务,100000.0,人民币,许可项目：足浴服务（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准）。,330203MAD448JX9D,2023-11-27,2023-11-27,2023-11-27,2099-12-31,330203001,海曙区,330203001,315000,海曙区,8052.0,8052.0
330203MA7DM8YU5U,宁波市海曙区市场监督管理局,有限责任公司（自然人投资或控股）,存续,91330203MA7DM8YU5U,宁波泉遇艺术文化传播有限公司,浙江省宁波市海曙区高桥镇学院路899号宁波财经学院内学生活动中心310-011室,曾海航,其他文化艺术业,100000.0,人民币,一般项目：组织文化艺术交流活动；文艺创作；工艺美术品及礼仪用品销售（象牙及其制品除外）；互联网销售（除销售需要许可的商品）；艺（美）术品、收藏品鉴定评估服务；软件开发；艺术品代理；会议及展览服务；体验式拓展活动及策划；个人互联网直播服务；图文设计制作；数字内容制作服务（不含出版发行）；文物文化遗址保护服务；非物质文化遗产保护；娱乐性展览；平面设计；区块链技术相关软件和服务；互联网数据服务；数字文化创意内容应用服务；人工智能双创服务平台；人工智能行业应用系统集成服务；市场营销策划；旅游开发项目策划咨询；科普宣传服务；礼仪服务；摄影扩印服务；珠宝首饰批发；金银制品销售；广告制作；广告发布；智能农业管理；信息咨询服务（不含许可类信息咨询服务）；办公服务；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；工艺美术品及收藏品批发（象牙及其制品除外）；工艺美术品及收藏品零售（象牙及其制品除外）（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）。,330203MA7DM8YU5U,2021-12-20,2021-12-20,2021-12-20,2099-12-31,330203001,海曙区,330203001,315000,海曙区,8890.0,8890.0
330203MABW3JG30G,宁波市海曙区市场监督管理局,有限责任公司（自然人独资）,存续,91330203MABW3JG30G,宁波韵律流动文化传媒有限公司,浙江省宁波市海曙区三支街151号海曙区人才开发广场二层1575工位,沈粮栋,文艺创作与表演,1000000.0,人民币,一般项目：组织文化艺术交流活动；广告制作；乐器批发；互联网销售（除销售需要许可的商品）；文艺创作；平面设计；广告设计、代理；数字文化创意内容应用服务；游艺及娱乐用品销售；数字内容制作服务（不含出版发行）；其他文化艺术经纪代理（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）。,330203MABW3JG30G,2022-08-15,2022-08-15,2022-08-15,2099-12-31,330203001,海曙区,330203001,315000,海曙区,8810.0,8810.0
330203MA2KNW044C,宁波市海曙区市场监督管理局,个体工商户,存续,92330203MA2KNW044C,宁波市海曙区燕珍面馆,浙江省宁波市海曙区南门街道郎官西弄41-44号（1-1）,叶燕珍,正餐服务,10000.0,人民币,许可项目：餐饮服务（不产生油烟、异味、废气）；食品销售（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准）。,330203MA2KNW044C,2021-08-17,2021-08-17,2021-08-17,2099-12-31,330203001,海曙区,330203001,315000,海曙区,6210.0,6210.0
330203MA2K8D200H,宁波市海曙区市场监督管理局,有限责任公司分公司（自然人投资或控股）,注销,91330203MA2K8D200H,宁波市意卡菲餐饮有限公司三江店,海曙区中山东路181号35、36层,项剑豪,正餐服务,0.0,,餐饮服务（不含凉菜、不含裱花蛋糕、不含生食海产品）（有效期至2012年10月14日）。,330203MA2K8D200H,2009-11-13,2009-11-13,2009-11-13,2099-12-31,330203001,海曙区,330203001,315000,海曙区,6210.0,6210.0
330203MA2KQHH3X9,宁波市海曙区市场监督管理局,个体工商户,存续,92330203MA2KQHH3X9,宁波海曙区陈裕海针纺织品店,浙江省宁波市海曙区横街镇横街南路99号,陈裕海,纺织品及针织品零售,200000.0,人民币,"一般项目:针纺织品销售（除依法须经批准的项目外,凭营业执照依法自主开展经营活动）。",330203MA2KQHH3X9,2023-07-26,2023-07-26,2023-07-26,2099-12-31,330203001,海曙区,330203001,315000,海曙区,5231.0,5231.0
330203MA293K5956,宁波市海曙区市场监督管理局,有限责任公司（自然人独资）,存续,91330203MA293K5956,宁波浮元子旅游文化发展有限公司,浙江省宁波市海曙区解放北路138号4-6-8室,王磊,其他文化艺术业,100000.0,人民币,许可项目：旅游业务；网络文化经营；保健食品销售；食品互联网销售；食品经营；进出口代理；货物进出口；技术进出口；餐饮服务（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准）。一般项目：市场调查（不含涉外调查）；工程和技术研究和试验发展；医学研究和试验发展；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；旅行社服务网点旅游招徕、咨询服务；餐饮管理；外卖递送服务；企业管理咨询；信息咨询服务（不含许可类信息咨询服务）；信息技术咨询服务；海洋生物活性物质提取、纯化、合成技术研发（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）。以下限分支机构经营：许可项目：经营民宿；住宿服务；食品生产；保健食品生产；水产养殖；水产苗种生产（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准）。,330203MA293K5956,2017-08-17,2017-08-17,2017-08-17,2099-12-31,330203001,海曙区,330203001,315000,海曙区,8890.0,8890.0
330203MA2K8JNB0J,宁波市海曙区市场监督管理局,有限责任公司（自然人投资或控股）,注销,91330203MA2K8JNB0J,宁波东方飞扬旅行社有限公司,海曙区大沙泥街88号富茂大厦8楼〈8-1〉室,吴滨,旅行社及相关服务,300000.0,人民币,国内旅游业务、入境旅游业务（在许可证有效期限内经营）。  会务服务；票务服务；工艺品的零售。,330203MA2K8JNB0J,2003-04-24,2003-04-24,2003-04-24,2099-12-31,330203001,海曙区,330203001,315000,海曙区,7291.0,7291.0
330203MA2AGAKK53,宁波市海曙区市场监督管理局,个体工商户,存续,92330203MA2AGAKK53,宁波市海曙恒达图文设计室,海曙区新典路10弄8号（3-7）,刘国恒,其他未列明商务服务业,0.0,,"图文设计、平面设计;广告制作。（依法须经批准的项目,经相关部门批准后方可开展经营活动）",330203MA2AGAKK53,2008-11-13,2008-11-13,2008-11-13,2099-12-31,330203001,海曙区,330203001,315000,海曙区,7299.0,7299.0
330203MA2KP1518N,宁波市海曙区市场监督管理局,个体工商户,存续,92330203MA2KP1518N,宁波市海曙耀珍家纺经营部,浙江省宁波市海曙区石碶街道雅源北路114号,陈培,纺织品及针织品零售,50000.0,人民币,"一般项目:针纺织品销售;日用百货销售（除依法须经批准的项目外,凭营业执照依法自主开展经营活动）。",330203MA2KP1518N,2021-08-23,2021-08-23,2021-08-23,2099-12-31,330203001,海曙区,330203001,315000,海曙区,5231.0,5231.0
330203MA281G5GX0,宁波市海曙区市场监督管理局,有限责任公司（自然人投资或控股）,吊销,91330203MA281G5GX0,宁波精焦锐点广告传媒有限公司,宁波市海曙区联丰路141号426室,王公言,其他广告服务,1000000.0,人民币,广告服务；图文设计；标牌、标识的制作；文化艺术交流活动组织策划；室内外装饰工程的设计及施工。,330203MA281G5GX0,2016-01-28,2016-01-28,2016-01-28,2099-12-31,330203001,海曙区,330203001,315000,海曙区,7259.0,7259.0
330203MA7BGG9J33,宁波市海曙区市场监督管理局,有限责任公司（自然人投资或控股）,存续,91330203MA7BGG9J33,宁波黄天厚土餐饮有限公司,浙江省宁波市海曙区奥创水晶中心4幢113号1-17,伍小兰,正餐服务,1000000.0,人民币,许可项目：餐饮服务；食品销售（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准）。一般项目：餐饮管理；食用农产品批发；食用农产品零售；农副产品销售；初级农产品收购；新鲜蔬菜批发；新鲜蔬菜零售；水产品批发；水产品零售；鲜肉批发；鲜肉零售；谷物销售；未经加工的坚果、干果销售；互联网销售（除销售需要许可的商品）；日用品销售；日用品批发；茶具销售；珠宝首饰批发；电子产品销售；家用电器销售；皮革制品销售；皮革销售；金银制品销售；礼品花卉销售；外卖递送服务；企业管理咨询；酒店管理；企业形象策划；市场营销策划；组织文化艺术交流活动；会议及展览服务；信息咨询服务（不含许可类信息咨询服务）（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）。,330203MA7BGG9J33,2021-11-02,2021-11-02,2021-11-02,2099-12-31,330203001,海曙区,330203001,315000,海曙区,6210.0,6210.0
330203MACKCG2T6H,宁波市海曙区市场监督管理局,有限责任公司（自然人投资或控股）,存续,91330203MACKCG2T6H,宁波旸亨财税服务有限公司,浙江省宁波市海曙区蓝天路9号5-3-1室,郁佩红,其他未列明商务服务业,1000000.0,人民币,一般项目：税务服务；财务咨询；市场主体登记注册代理；市场营销策划；商标代理；版权代理；科技中介服务；企业管理咨询；广告设计、代理；商务代理代办服务；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；信息技术咨询服务；软件开发；文具用品零售；体育用品及器材零售；办公用品销售（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）。许可项目：代理记账（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准）。,330203MACKCG2T6H,2023-06-09,2023-06-09,2023-06-09,2099-12-31,330203001,海曙区,330203001,315000,海曙区,7299.0,7299.0
330203MA2CKH3F9J,宁波市海曙区市场监督管理局,有限责任公司（自然人投资或控股）,存续,91330203MA2CKH3F9J,鸣敩（宁波）艺术特长培训有限公司,浙江省宁波市海曙区华楼巷19号3-31室,杜少娟,文化艺术培训,1000000.0,人民币,舞蹈、乐器、声乐、书法、美术、手工、棋类、球类、跆拳道、表演艺术的培训；文化艺术交流活动组织策划；绘画艺术创作；体育器材、文化用品的批发、零售以及其他按法律、法规、国务院决定等规定未禁止或无需经营许可的项目和未列入地方产业发展负面清单的项目。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,330203MA2CKH3F9J,2018-10-30,2018-10-30,2018-10-30,2099-12-31,330203001,海曙区,330203001,315000,海曙区,8393.0,8393.0
330203MA2AFGCB1D,宁波市海曙区市场监督管理局,有限责任公司（自然人投资或控股）,注销,91330203MA2AFGCB1D,宁波水墨志峰文化传播有限公司,浙江省宁波市海曙区环城西路南段521号（1-5）室,许丹丹,群众文体活动,1000000.0,人民币,"舞台表演宣传组织策划服务,教育软件开发,文化艺术交流活动的组织与策划,企业管理咨询,商务信息咨询,会务服务,广告服务,展览展示服务,计算机网络技术服务,翻译服务。（依法须经批准的项目,经相关部门批准后方可开展经营活动）",330203MA2AFGCB1D,2017-11-08,2017-11-08,2017-11-08,2099-12-31,330203001,海曙区,330203001,315000,海曙区,8870.0,8870.0
330203MA2KQHTP6R,宁波市海曙区市场监督管理局,个体工商户,注销,92330203MA2KQHTP6R,宁波市海曙金靠杯饮品店,浙江省宁波市海曙区开明街130弄6号（1-3）,刘准,其他饮料及冷饮服务,200000.0,人民币,许可项目：餐饮服务；食品销售（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准）。,330203MA2KQHTP6R,2023-08-09,2023-08-09,2023-08-09,2099-12-31,330203001,海曙区,330203001,315000,海曙区,6239.0,6239.0
330203MA2AFT7M50,宁波市海曙区市场监督管理局,有限责任公司（自然人投资或控股）,存续,91330203MA2AFT7M50,宁波圆释文化传播有限公司,浙江省宁波市海曙区三市路1号（2-20）室,曹园萍,其他文化艺术业,10000000.0,人民币,一般项目：组织文化艺术交流活动；会议及展览服务；咨询策划服务；健康咨询服务（不含诊疗服务）；远程健康管理服务；信息咨询服务（不含许可类信息咨询服务）；企业管理咨询；家政服务；广告制作；广告设计、代理；广告发布；宗教场所用品销售；日用品销售；工艺美术品及礼仪用品销售（象牙及其制品除外）；通讯设备销售；服装服饰零售；服装服饰批发；广播影视设备销售；互联网销售（除销售需要许可的商品）；电影制片；租赁服务（不含许可类租赁服务）；保健食品（预包装）销售；食品销售（仅销售预包装食品）（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）。许可项目：互联网直播技术服务；演出经纪；营业性演出（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准）。,330203MA2AFT7M50,2017-11-21,2017-11-21,2017-11-21,2099-12-31,330203001,海曙区,330203001,315000,海曙区,8890.0,8890.0
330203MA2H8XJP5Y,宁波市海曙区市场监督管理局,个体工商户,存续,92330203MA2H8XJP5Y,宁波市海曙众鑫机械设备租赁经营部,浙江省宁波市海曙区海华院47号6-17室,戴良磊,其他机械与设备经营租赁,0.0,,"一般项目:机械设备租赁;建筑工程机械与设备租赁（除依法须经批准的项目外,凭营业执照依法自主开展经营活动）。",330203MA2H8XJP5Y,2020-10-27,2020-10-27,2020-10-27,2099-12-31,330203001,海曙区,330203001,315000,海曙区,7119.0,7119.0
330212MA2CKHTB19,宁波市鄞州区市场监督管理局,个人独资企业,注销,91330212MA2CKHTB19,宁波鄞州欣东宾馆,浙江省宁波市鄞州区福明街道民安路978号<1-4>（天东宾馆）,付洁,其他一般旅馆,300000.0,人民币,,330212MA2CKHTB19,2018-10-31,2018-10-31,2018-10-31,2099-12-31,330212001,鄞州区,330212001,315100,鄞州区,未知行业,未知行业
330212MA2AHJHJ8J,宁波市鄞州区市场监督管理局,个体工商户,注销,92330212MA2AHJHJ8J,宁波市鄞州新河良善工艺品店,浙江省宁波市鄞州区中兴路417号（7-23）,郭宝,首饰、工艺品及收藏品批发,0.0,,,330212MA2AHJHJ8J,2018-03-14,2018-03-14,2018-03-14,2099-12-31,330212001,鄞州区,330212001,315100,鄞州区,未知行业,未知行业
330212MA2GTPLL7U,宁波市鄞州区市场监督管理局,个体工商户,注销,92330212MA2GTPLL7U,宁波鄞州明楼基哥齐齐烤肉店,浙江省宁波市鄞州区朝晖路136号（临时）体育健身中心综合楼一楼局部06-1号,陈基炉,正餐服务,0.0,,,330212MA2GTPLL7U,2019-09-10,2019-09-10,2019-09-10,2099-12-31,330212001,鄞州区,330212001,315100,鄞州区,未知行业,未知行业
330212MA2EGE0W09,宁波市鄞州区市场监督管理局,个体工商户,存续,92330212MA2EGE0W09,宁波市鄞州东吴旖旎灵动舞蹈工作室,宁波市鄞州区东吴镇文体中心,徐必盛,健身休闲活动,0.0,,,330212MA2EGE0W09,2015-06-01,2015-06-01,2015-06-01,2099-12-31,330212001,鄞州区,330212001,315100,鄞州区,未知行业,未知行业
330201MA282QLY1H,宁波市鄞州区市场监督管理局,有限责任公司（自然人投资或控股）,注销,91330201MA282QLY1H,宁波红旅汽车服务有限公司,宁波高新区创苑路750号003幢7楼775室,李伦,汽车租赁,5000000.0,人民币,,330201MA282QLY1H,2016-10-11,2016-10-11,2016-10-11,2099-12-31,330212001,鄞州区,330212001,315100,鄞州区,未知行业,未知行业
330212058266389T,宁波市鄞州区市场监督管理局,有限责任公司分公司（自然人投资或控股的法人独资）,注销,91330212058266389T,浙江易川体育用品连锁有限公司宁波鄞州分公司,宁波市鄞州区钱湖北路288号（印象城第F1层01-07A）,汤永动,体育用品及器材零售,0.0,,,330212058266389T,2012-12-11,2012-12-11,2012-12-11,2099-12-31,330212001,鄞州区,330212001,315100,鄞州区,未知行业,未知行业
330212MA2KQH6U0T,宁波市鄞州区市场监督管理局,个体工商户,存续,92330212MA2KQH6U0T,宁波市鄞州首南徐佳饮品店（个体工商户）,浙江省宁波市鄞州区首南街道日丽东路学府苑教师公寓商业街三区19号,沃芳儿,其他饮料及冷饮服务,100000.0,人民币,,330212MA2KQH6U0T,2023-07-11,2023-07-11,2023-07-11,2099-12-31,330212001,鄞州区,330212001,315100,鄞州区,未知行业,未知行业
330212MA2EG3X76B,宁波市鄞州区市场监督管理局,个体工商户,注销,92330212MA2EG3X76B,宁波市鄞州中河秀宁化妆品店,宁波市鄞州区中河街道嵩江东路1号（1-9）,齐秀宁,化妆品及卫生用品零售,0.0,,,330212MA2EG3X76B,2016-08-25,2016-08-25,2016-08-25,2099-12-31,330212001,鄞州区,330212001,315100,鄞州区,未知行业,未知行业
330212MA28YR5N7L,宁波市鄞州区市场监督管理局,有限责任公司（自然人投资或控股）,存续,91330212MA28YR5N7L,宁波市鄞州瑞杰票务有限公司,宁波市鄞州区首南街道泰康中路500号1001室（集中办公区）,薛胜波,旅客票务代理,100000.0,人民币,,330212MA28YR5N7L,2017-04-07,2017-04-07,2017-04-07,2099-12-31,330212001,鄞州区,330212001,315100,鄞州区,未知行业,未知行业
330204MA2828RG3D,宁波市鄞州区市场监督管理局,有限责任公司（自然人独资）,注销,91330204MA2828RG3D,宁波江东致富二手车经纪有限公司,宁波市江东区锦涟酒店142室,姜英江,汽车租赁,100000.0,人民币,,330204MA2828RG3D,2016-06-28,2016-06-28,2016-06-28,2099-12-31,330212001,鄞州区,330212001,315100,鄞州区,未知行业,未知行业
330212MA28Y3A3XF,宁波市鄞州区市场监督管理局,个体工商户,注销,92330212MA28Y3A3XF,宁波市鄞州首南鼎泰和工艺品商行,宁波市鄞州区首南街道天童南路578弄501室-9,陆依知璇,花画工艺品制造,0.0,,,330212MA28Y3A3XF,2014-09-25,2014-09-25,2014-09-25,2099-12-31,330212001,鄞州区,330212001,315100,鄞州区,未知行业,未知行业
330212MA2J5PMN1N,宁波市鄞州区市场监督管理局,分公司,存续,91330212MA2J5PMN1N,杭州肯德基有限公司宁波阪急甜品站,浙江省宁波市鄞州区海晏北路189号宁波阪急B14室,刘丽,快餐服务,0.0,,,330212MA2J5PMN1N,2021-03-26,2021-03-26,2021-03-26,2099-12-31,330212001,鄞州区,330212001,315100,鄞州区,未知行业,未知行业
330201MA2GQ6HYX4,宁波市鄞州区市场监督管理局,有限责任公司（自然人独资）,注销,91330201MA2GQ6HYX4,宁波馋鱼季餐饮有限公司,浙江省宁波高新区梅景路715号,蔡忠宝,正餐服务,500000.0,人民币,,330201MA2GQ6HYX4,2019-04-16,2019-04-16,2019-04-16,2099-12-31,330212001,鄞州区,330212001,315100,鄞州区,未知行业,未知行业
330212MA28Y6W97G,宁波市鄞州区市场监督管理局,有限责任公司（自然人独资）,注销,91330212MA28Y6W97G,宁波川畔二手车经纪有限公司,浙江省宁波市鄞州区福明路1016号（1-2）,高晓峰,汽车租赁,1000000.0,人民币,,330212MA28Y6W97G,2017-03-13,2017-03-13,2017-03-13,2099-12-31,330212001,鄞州区,330212001,315100,鄞州区,未知行业,未知行业
330212MA2936CK1Y,宁波市鄞州区市场监督管理局,个人独资企业,注销,91330212MA2936CK1Y,宁波江东新城鼎极咖啡厅,江东区会展路222号进口商品展示交易中心9号馆1楼中厅,张慧,咖啡馆服务,2000000.0,人民币,,330212MA2936CK1Y,2015-06-02,2015-06-02,2015-06-02,2099-12-31,330212001,鄞州区,330212001,315100,鄞州区,未知行业,未知行业
330212MA2EG4HG05,宁波市鄞州区市场监督管理局,个体工商户,注销,92330212MA2EG4HG05,宁波市鄞州中河恩泽恩宾馆,宁波市鄞州区中河街道宋诏桥路40号,柴国泉,其他住宿业,0.0,,,330212MA2EG4HG05,2013-09-27,2013-09-27,2013-09-27,2099-12-31,330212001,鄞州区,330212001,315100,鄞州区,未知行业,未知行业
330212MAD4MKN3XB,宁波市鄞州区市场监督管理局,个体工商户,注销,92330212MAD4MKN3XB,宁波市鄞州钟公庙益森珠宝商行（个体工商户）,浙江省宁波市鄞州区钟公庙街道嵩江中路879号2301-3室,房启艳,珠宝首饰零售,10000.0,人民币,,330212MAD4MKN3XB,2023-11-17,2023-11-17,2023-11-17,2099-12-31,330212001,鄞州区,330212001,315100,鄞州区,未知行业,未知行业
330212MAD7NP9WXT,宁波市鄞州区市场监督管理局,有限责任公司（自然人投资或控股）,存续,91330212MAD7NP9WXT,宁波万福祥珠宝有限公司,浙江省宁波市鄞州区中河街道锦寓路655弄26号2012室,路鑫团,珠宝首饰零售,20000000.0,人民币,,330212MAD7NP9WXT,2023-12-08,2023-12-08,2023-12-08,2099-12-31,330212001,鄞州区,330212001,315100,鄞州区,未知行业,未知行业
330201316942985M,宁波市鄞州区市场监督管理局,有限责任公司（自然人投资或控股）,存续,91330201316942985M,宁波市新旅程汽车服务有限公司,宁波高新区光华路1号032幢9-11-2,林世红,汽车租赁,1000000.0,人民币,,330201316942985M,2015-03-13,2015-03-13,2015-03-13,2099-12-31,330212001,鄞州区,330212001,315100,鄞州区,未知行业,未知行业
330212MA7J9ELY6J,宁波市鄞州区市场监督管理局,个体工商户,存续,92330212MA7J9ELY6J,宁波市鄞州姜山林辉劳保用品店,浙江省宁波市鄞州区姜山镇环镇路（北大路102号-15）,董萍萍,纺织品及针织品零售,50000.0,人民币,,330212MA7J9ELY6J,2022-02-24,2022-02-24,2022-02-24,2099-12-31,330212001,鄞州区,330212001,315100,鄞州区,未知行业,未知行业
330204084787233U,宁波市鄞州区市场监督管理局,有限责任公司（自然人独资）,注销,91330204084787233U,宁波市江东本初茶艺文化传播有限公司,江东区民安东路99号宁波泛太平洋酒店一楼,郁武铮,群众文体活动,100000.0,人民币,,330204084787233U,2014-01-07,2014-01-07,2014-01-07,2099-12-31,330212001,鄞州区,330212001,315100,鄞州区,未知行业,未知行业
330212058269061L,宁波市鄞州区市场监督管理局,分公司,存续,91330212058269061L,通用磨坊贸易（上海）有限公司宁波印象城店,宁波市鄞州区钱湖北路288号印象城01-07B号商铺,王毅峰,其他饮料及冷饮服务,0.0,,,330212058269061L,2012-12-21,2012-12-21,2012-12-21,2099-12-31,330212001,鄞州区,330212001,315100,鄞州区,未知行业,未知行业
330212MA2J6N5642,宁波市鄞州区市场监督管理局,个体工商户,注销,92330212MA2J6N5642,宁波市鄞州邱隘两可餐饮店,浙江省宁波市鄞州区邱隘镇德厚街231弄39号242室,邬科存,快餐服务,150000.0,人民币,,330212MA2J6N5642,2021-05-07,2021-05-07,2021-05-07,2099-12-31,330212001,鄞州区,330212001,315100,鄞州区,未知行业,未知行业
330201595378095P,宁波市鄞州区市场监督管理局,有限责任公司分公司（自然人投资或控股）,注销,91330201595378095P,宁波天胜摄影有限公司东钱湖分公司,宁波东钱湖旅游度假区莫枝南路308号,卢梦杰,摄影扩印服务,0.0,,,330201595378095P,2012-05-29,2012-05-29,2012-05-29,2099-12-31,330212001,鄞州区,330212001,315100,鄞州区,未知行业,未知行业
330212MA2CHTL4X5,宁波市鄞州区市场监督管理局,个体工商户,注销,92330212MA2CHTL4X5,宁波市鄞州姜山齐兴饭店,浙江省宁波市鄞州区姜山镇人民北路78号一楼靠北3向店面,冯豪杰,正餐服务,0.0,,,330212MA2CHTL4X5,2018-07-17,2018-07-17,2018-07-17,2099-12-31,330212001,鄞州区,330212001,315100,鄞州区,未知行业,未知行业
330212MA2H5PUN00,宁波市鄞州区市场监督管理局,个体工商户,存续,92330212MA2H5PUN00,宁波市鄞州姜山利歌饭店,浙江省宁波市鄞州区姜山镇蓉江村朝阳路347号,孙永存,正餐服务,0.0,,,330212MA2H5PUN00,2020-05-20,2020-05-20,2020-05-20,2099-12-31,330212001,鄞州区,330212001,315100,鄞州区,未知行业,未知行业
330212MA2CLYP40G,宁波市鄞州区市场监督管理局,个体工商户,存续,92330212MA2CLYP40G,宁波市鄞州咸祥申宸坊茶馆,浙江省宁波市鄞州区咸祥镇龚犊村咸兴路12号,褚铭莹,茶馆服务,0.0,,,330212MA2CLYP40G,2019-02-12,2019-02-12,2019-02-12,2099-12-31,330212001,鄞州区,330212001,315100,鄞州区,未知行业,未知行业
